time,kinetic_energy,mean_speed,rms_speed,vx2_mean,vy2_mean,temperature,pressure_ideal,pressure_real,vx0,vy0,vx_0,vy_0,vx_1,vy_1,vx_2,vy_2,vx_3,vy_3,vx_4,vy_4,vx_5,vy_5,vx_6,vy_6,vx_7,vy_7,vx_8,vy_8,vx_9,vy_9,vx_10,vy_10,vx_11,vy_11,vx_12,vy_12,vx_13,vy_13,vx_14,vy_14,vx_15,vy_15,vx_16,vy_16,vx_17,vy_17,vx_18,vy_18,vx_19,vy_19,vx_20,vy_20,vx_21,vy_21,vx_22,vy_22,vx_23,vy_23,vx_24,vy_24,vx_25,vy_25,vx_26,vy_26,vx_27,vy_27,vx_28,vy_28,vx_29,vy_29,vx_30,vy_30,vx_31,vy_31,vx_32,vy_32,vx_33,vy_33,vx_34,vy_34,vx_35,vy_35,vx_36,vy_36,vx_37,vy_37,vx_38,vy_38,vx_39,vy_39,vx_40,vy_40,vx_41,vy_41,vx_42,vy_42,vx_43,vy_43,vx_44,vy_44,vx_45,vy_45,vx_46,vy_46,vx_47,vy_47,vx_48,vy_48,vx_49,vy_49,vx_50,vy_50,vx_51,vy_51,vx_52,vy_52,vx_53,vy_53,vx_54,vy_54,vx_55,vy_55,vx_56,vy_56,vx_57,vy_57,vx_58,vy_58,vx_59,vy_59,vx_60,vy_60,vx_61,vy_61,vx_62,vy_62,vx_63,vy_63,vx_64,vy_64,vx_65,vy_65,vx_66,vy_66,vx_67,vy_67,vx_68,vy_68,vx_69,vy_69,vx_70,vy_70,vx_71,vy_71,vx_72,vy_72,vx_73,vy_73,vx_74,vy_74,vx_75,vy_75,vx_76,vy_76,vx_77,vy_77,vx_78,vy_78,vx_79,vy_79,vx_80,vy_80,vx_81,vy_81,vx_82,vy_82,vx_83,vy_83,vx_84,vy_84,vx_85,vy_85,vx_86,vy_86,vx_87,vy_87,vx_88,vy_88,vx_89,vy_89,vx_90,vy_90,vx_91,vy_91,vx_92,vy_92,vx_93,vy_93,vx_94,vy_94,vx_95,vy_95,vx_96,vy_96,vx_97,vy_97,vx_98,vy_98,vx_99,vy_99
2,1e+06,4.30583,14.1421,104.011,95.9889,100,44.1942,3.73575,1.42394,-1.03987,1.42394,-1.03987,0.556904,-0.335273,0.467765,0.190287,1.3914,0.174903,-0.345219,-0.394668,0.284741,0.631838,0.272552,0.269035,-0.456836,-0.0812596,0.231403,0.269825,1.26939,-0.478585,0.0224208,0.222281,0.89578,-0.682364,0.273641,-0.00239348,-1.31588,-1.31684,0.956028,-0.94824,0.726335,-0.218561,-0.288,0.307936,0.197328,-0.183511,1.51626,0.92527,-1.18234,-1.14904,-0.8286,1.03409,0.78883,-0.946809,-1.31672,0.545376,-1.88945,2.32435,-1.05844,-1.02172,-0.415224,0.462065,0.607506,-0.612185,41.7023,36.0074,-0.591538,-1.31875,5.33536,-1.10464,0.872316,1.08791,-0.658378,-1.36439,-1.12307,0.067192,-1.41131,0.233582,-1.61155,-1.07805,0.314463,1.25451,0.355631,0.165624,0.363122,0.0556226,2.09842,-1.07407,-2.51748,0.561721,0.387905,-0.112778,1.02579,0.274924,11.644,31.0595,1.7881,1.13406,30.7086,31.6264,-1.32537,-1.04909,1.58355,0.626454,1.54771,-0.253315,-1.08212,0.802827,-0.452165,-0.660401,0.154562,-0.861265,-2.17054,0.613484,2.82929,0.576183,0.21829,-0.622776,-1.16299,-0.0356207,-0.252377,0.763694,-0.724415,29.523,-0.377892,1.28702,-1.09162,-0.068595,-0.0664582,1.74802,-0.0478208,0.502722,0.993914,0.968175,-1.63871,-0.149149,0.527808,0.0791502,27.2314,38.3906,1.01683,-0.126377,0.428967,1.19356,-0.400778,0.332414,1.04324,0.499735,-1.22093,0.318754,0.815417,-0.127857,7.88027,0.533413,66.8453,0.818753,-0.495346,-0.0540001,-0.187607,0.07676,2.25739,0.605837,0.93343,0.6652,-2.46186,1.01204,0.191991,0.24004,-1.35677,0.181592,2.84422,105.322,0.0779609,-0.798136,0.4657,-0.410776,-0.598988,0.294435,-1.40516,0.774591,-1.95216,-0.213321,-1.01583,0.689127,-0.139237,-0.722088,-0.599314,1.92219,0.402081,0.756209,1.79456,-0.372203,0.846424,0.832119,0.989099,0.34742,0.758924,-0.99471,0.585826,0.703402,0.428707,-0.512134,-0.384173,0.909793,0.379658,0.644648,0.518865,0.557495,-3.19811,0.00932211
2.1,1e+06,4.39576,14.1421,105.34,94.6598,100,44.1942,4.19619,0.279635,0.142123,0.279635,0.142123,0.445182,-1.03236,9.76184,30.2025,-0.350253,-0.459926,-1.75978,0.103371,0.595043,-0.967328,0.663371,0.881453,0.85473,-0.698722,-0.309813,0.117205,0.275488,0.441364,0.315889,-0.261609,-0.306072,-1.13538,0.907852,-1.46523,-0.452616,0.794225,0.427709,-0.0269676,1.41082,-1.11207,0.0481012,-0.143524,1.00272,0.63309,1.91782,0.0079336,-1.9738,-1.44129,2.66092,0.137926,0.191387,1.23309,-0.605543,1.28844,2.48276,0.263386,0.126263,0.827065,0.633598,-0.727466,12.1657,-1.15542,10.1383,5.13125,1.47014,0.0341614,1.19882,1.5306,0.454823,1.7805,-0.594569,-1.77026,-1.01599,-0.392845,0.331222,0.131277,-0.711818,-0.699594,-1.78387,-1.10679,-0.0968725,1.18932,0.314425,-0.682318,69.6967,2.45404,-1.33674,0.107985,0.630607,-0.240846,0.521958,1.01969,9.26037,21.1735,71.1561,11.8366,5.67929,1.27827,0.696942,0.966397,2.10569,3.67656,-0.637258,2.09732,-1.12093,-0.634284,-0.417998,1.56258,0.62237,-0.470417,-1.53791,0.251672,0.560913,0.929468,-2.01934,0.536848,0.434795,-0.292538,0.661971,1.61432,3.1186,0.469472,-0.0742222,0.322919,0.0401781,-0.348638,0.339123,1.49386,0.288019,0.209977,1.35731,0.809832,-1.47335,0.32938,1.20327,0.759911,0.197628,2.83226,1.47213,-0.588474,-3.10227,3.38711,-0.826704,-0.571818,1.25683,-0.341851,-0.768065,1.73169,1.36003,0.116457,0.517892,0.298461,56.1877,-15.5231,-1.43489,1.43633,0.856804,-1.00311,4.66318,0.427222,0.595096,-0.568466,-1.5881,2.32593,-1.18602,-0.153842,0.165499,1.35864,-4.5382,0.746918,0.0965796,-0.806586,1.65227,-0.886555,-1.24029,-0.0622438,-0.424747,0.0650009,0.500175,-0.857947,1.04601,-0.397359,-0.317681,0.180541,1.39745,-0.4385,1.42711,0.657451,1.69552,0.662021,0.0634829,-1.08438,-0.691671,0.642854,0.306108,0.613127,1.46707,0.595352,0.73859,0.911317,-0.110424,-0.182005,1.27666,-0.340862,1.08017,0.989013,-1.12318,-1.36746
2.2,1e+06,4.26689,14.1421,105.14,94.86,100,44.1942,3.69253,0.824848,-0.811235,0.824848,-0.811235,0.447044,-0.822566,-3.16461,5.98317,-0.503724,-0.426622,-1.91903,1.66182,0.228334,0.773612,-0.133319,1.39635,0.850378,-0.112253,0.053537,-1.3725,0.00241203,0.415889,0.713247,0.2487,-2.00515,-0.345986,1.18123,0.25868,-1.52291,0.451988,0.137939,0.146459,0.397037,-0.291978,-0.0462852,-0.961157,30.625,12.7764,1.003,-0.197578,-0.465037,-1.1188,0.425932,0.399242,0.587394,0.521795,-1.18418,-0.104599,0.212899,0.15487,0.0972601,0.499806,0.379454,-0.0460131,0.120036,0.240377,13.5581,4.06405,-0.638887,-1.0881,1.32296,0.0436045,0.414542,0.54261,1.29324,0.228892,0.985158,0.725794,0.39998,0.389391,-1.23066,-0.81156,0.242973,0.781976,0.742736,-1.30078,-0.977488,-0.532039,5.36049,-2.5128,-2.17189,0.52749,0.562459,-0.37865,0.988809,-0.498854,16.5105,59.5252,1.34618,0.307752,10.4725,18.2319,-0.769282,-0.30375,6.48832,2.16502,1.22702,0.26331,-1.28395,0.336761,-1.68501,0.485636,0.0664106,-1.48168,-0.589055,-0.301557,0.681161,0.332372,1.23644,0.826836,1.29884,-1.28682,-1.91665,0.455102,4.87981,3.46567,-0.266669,-0.438993,-0.382762,0.29894,1.56678,-0.162055,0.341471,0.209328,1.44766,-0.462807,-1.28672,0.193387,-0.638037,0.86428,2.78262,1.47264,0.375984,-0.371611,1.09733,0.524765,0.326611,0.789084,0.644742,0.574053,-1.03387,0.763812,0.738341,0.482937,1.11111,0.38925,0.613202,-1.74386,0.624131,0.513117,40.879,11.8397,52.1728,31.6516,0.714222,1.17153,-2.27892,0.712613,0.721901,-0.591137,0.0409014,0.856512,-0.705656,-1.39278,-0.750176,-0.0662798,0.562505,0.385951,-1.34575,1.20532,-2.44066,1.30043,1.03441,0.360432,0.11038,0.329955,-0.333382,0.646212,0.902099,0.549643,0.585176,0.869087,0.841601,0.623305,0.147577,-0.0596731,55.4826,19.2861,0.715496,-0.286563,-0.582155,-0.366076,0.794433,-0.227638,-0.626091,0.926383,1.10835,-0.841271,-0.178116,0.860342,-1.65676,0.607121
2.3,1e+06,4.35478,14.1421,105.068,94.9316,100,44.1942,4.12908,0.466299,-0.897865,0.466299,-0.897865,1.78464,-0.36504,19.5161,25.7195,0.38551,0.429815,-1.52166,0.528867,0.44263,0.956699,1.51855,-0.122842,0.0671668,-0.584766,0.277567,-0.04931,-0.105054,-0.159539,21.1832,11.4147,-0.9109,-0.668443,0.477653,-0.450699,-0.371056,-1.20255,1.04058,3.94607,1.00874,-0.331208,0.0679135,0.176702,7.70552,-3.0285,1.03516,1.26391,-1.50972,-0.368641,0.378929,-0.241967,0.40142,0.233165,-1.86835,0.409831,2.01748,-2.18511,-1.36645,0.706127,-0.29052,-0.526853,0.722269,-0.560431,0.259935,-0.384413,-2.53725,-1.16797,0.413107,0.680855,-0.131211,-0.0349659,0.915223,8.32306,-0.190734,0.0362678,0.761015,-0.0775003,-0.234931,-0.433467,-0.279908,1.36616,0.649871,-0.491366,0.105964,-0.385708,25.7477,6.25668,-0.802376,0.96073,0.488912,0.602857,-0.0101919,-1.13299,1.58213,-1.00469,29.9391,6.31396,1.29261,0.412667,1.20223,0.31277,1.71808,1.91317,1.45648,0.518984,-0.233012,-0.237389,-1.68553,0.59145,-0.0354894,-0.0574009,1.1449,0.361991,0.805997,-0.403185,-2.13477,0.103497,0.237784,0.804514,-1.52851,-0.878704,0.528126,1.48176,-0.15543,-0.825223,-1.75711,0.777114,1.56535,0.209835,0.020478,-1.19776,1.68269,-0.506788,-2.91485,0.414472,0.601316,0.0815951,18.8502,20.0621,1.11826,1.02264,2.63931,84.6749,0.335454,-0.221677,0.872658,-0.168027,-0.5181,0.278224,-1.72651,-0.148691,0.894467,0.345073,0.987577,0.754311,0.968383,-0.767782,0.318026,0.118734,3.58694,3.10086,0.919459,-0.895803,-0.381076,0.390248,0.0966775,0.761041,-0.990635,0.79777,2.27627,30.3748,0.799255,0.0731159,0.599244,0.164511,-1.38867,-1.22364,-1.59002,0.821167,0.639405,0.846093,-0.978887,3.27067,-0.317834,0.105694,1.46377,-0.5285,1.21488,-0.457077,0.681139,-0.277936,0.44529,-0.0489359,4.99568,2.06804,0.499134,-0.637789,0.639797,-0.802495,0.459042,0.00379938,-0.0804479,-0.954507,0.507304,0.270382,17.6875,5.85979,-2.48847,1.64827
2.4,1e+06,4.32164,14.1421,105.172,94.828,100,44.1942,3.45246,0.821479,-0.421359,0.821479,-0.421359,-0.168749,0.226033,13.5146,9.5324,0.542012,0.501697,-2.04904,1.26763,2.01797,0.456206,0.272537,-0.292859,0.36062,-0.304969,3.04274,0.566998,1.65305,-0.777858,1.93324,0.224026,-0.0919355,-1.46611,0.959153,-0.259591,-0.342565,0.350613,27.0518,64.664,0.749294,-0.131504,-0.480047,0.506562,3.82167,5.54043,38.6895,37.2805,-1.53405,-1.39878,-0.852914,0.90647,-0.244882,0.906637,-2.05766,0.118272,-0.328307,0.792071,-0.0866324,0.457141,0.608587,-0.266877,-1.18416,-1.00399,1.76379,0.08816,-0.787882,0.355842,0.735667,0.87261,0.929747,0.534832,19.6343,30.3603,-0.899428,0.456837,1.0764,0.209907,-0.60327,-0.180292,-0.222623,1.61587,0.459097,-0.08507,0.384166,0.404329,45.5881,5.82577,-0.600074,-0.780505,-0.964292,0.524084,0.385621,-0.688473,1.50502,-1.53135,5.22499,1.29539,0.669283,-0.599068,-0.031329,-1.3522,3.51077,1.69807,1.74505,-0.724368,0.582446,0.730188,0.434654,1.45584,0.262618,-0.566047,-0.394915,0.825158,0.10342,1.26906,0.199043,0.940277,0.75614,0.289186,-0.25184,-0.352928,2.9663,2.38493,-0.682783,-0.347844,-0.949951,-0.43583,1.18092,-0.162738,0.284694,0.788314,0.711153,0.122541,-2.39663,1.52508,0.510038,1.17481,1.18375,0.692476,0.401763,-0.241597,5.60053,0.261213,-0.38069,0.721924,1.22812,0.517685,-0.192045,-0.39208,3.15922,-2.36672,24.2764,6.75821,-0.707024,-0.195286,-0.454432,0.002578,19.6447,4.73338,14.5785,7.12383,14.2788,0.292967,-2.20659,-0.13032,-0.651444,0.167623,-1.00573,0.286344,-3.64144,92.3743,1.60252,-0.598552,-0.365938,-0.231002,-0.974972,-0.485491,0.578359,-1.19922,0.248641,0.885439,0.0918544,0.881046,0.139934,0.308471,0.843266,0.184758,0.724017,0.526326,-0.658988,-0.342473,2.73547,0.0739092,11.087,8.26322,0.0741064,0.28073,0.0861987,-0.150299,0.918285,0.429521,0.60513,-1.21559,0.648436,0.342055,8.42403,3.47789,0.439299,-0.512435
2.5,1e+06,4.27348,14.1421,107.556,92.4437,100,44.1942,4.04893,0.302387,-0.222266,0.302387,-0.222266,0.809788,0.377917,2.06963,-0.958009,-0.0588756,-0.550932,-2.0022,0.369388,10.6446,7.49447,0.073712,-0.339797,-0.971986,-0.896198,1.64519,1.369,18.3747,0.142383,38.4422,38.9508,-1.14857,-0.299892,0.478124,-0.427779,-0.353602,0.259847,2.50596,6.20804,0.750042,-0.384128,0.124889,0.355038,1.73958,-0.203166,1.07491,0.947666,0.0945882,-0.144007,0.189,1.05063,0.492546,0.928134,-0.492768,0.582344,1.6778,-1.0261,-0.256203,0.218558,0.591173,0.270645,0.914562,-0.462377,6.83027,6.45923,0.521876,0.909729,0.0243411,-1.37165,0.683151,-1.31191,-0.306736,-0.344371,0.00923382,0.689199,0.436815,0.673651,-2.25312,0.415685,-0.337366,-0.454809,-0.143104,0.249771,0.660392,-0.186653,2.43595,0.97055,-0.713178,-0.0206206,0.541228,0.136258,0.539324,-0.617432,20.5653,32.8887,48.4107,14.6861,0.819088,-0.357001,0.11514,0.219846,1.80436,0.70826,-0.0652016,0.676731,-1.48269,1.2521,-0.636089,0.327076,-0.520736,0.103103,-0.34616,0.0723522,1.42636,0.180343,0.83406,0.597918,0.461667,-0.235745,0.0893179,1.08524,22.7628,51.5251,-0.092747,-0.385514,-1.53892,-0.802583,0.871123,0.367274,-1.04447,-0.954556,0.982745,0.194797,-0.751905,2.30565,0.2589,-0.142098,1.83884,-0.290691,0.76474,-0.540959,6.0527,24.6676,0.507338,-0.280738,0.371405,2.00902,-0.922872,-0.214291,-0.173692,-0.340515,13.7709,0.166819,-0.287177,-0.850713,0.410468,0.491281,65.2161,27.4292,52.3518,37.8651,18.8957,15.4185,-1.41482,0.687327,-0.129156,0.48493,-1.70795,0.829738,13.7293,54.4647,0.935118,0.269548,-0.906548,-0.529643,-0.790528,-0.78813,-0.123472,0.0353021,0.353426,0.559597,-1.41704,0.252697,0.377424,0.187769,1.91918,-0.693945,0.178972,-0.448423,-0.151532,-0.618994,1.03903,0.434169,1.1952,0.431621,0.942158,-0.967385,0.773876,-0.947292,4.19553,11.7324,-0.11661,0.124694,0.093399,0.329879,1.50313,0.875148,-2.02102,0.924544
2.6,1e+06,4.30149,14.1421,106.752,93.2484,100,44.1942,3.04099,1.63001,0.0695894,1.63001,0.0695894,0.663775,-0.274578,16.5301,15.4009,0.512597,-0.0151817,-0.977556,0.398662,2.0876,-0.92686,0.440429,0.932924,-1.28365,-1.8868,2.20309,2.21556,17.1908,2.34651,8.56729,22.8596,-0.418194,0.0126583,-0.299693,-0.228714,0.401654,-1.08932,8.85936,27.0342,0.581324,-0.481162,-0.635734,0.395584,1.92567,-0.0293114,0.138788,0.525934,0.298641,0.625663,-0.616543,0.011957,0.489892,0.2445,0.107844,2.15243,0.680278,0.100234,0.771541,0.30843,0.50316,-0.366486,1.8832,0.68652,1.26586,0.518567,-0.439798,0.0544767,-0.558109,0.599816,1.3452,0.623739,0.0719943,0.0837586,0.39278,0.927507,0.487008,0.0510745,-1.49107,0.283902,0.0394968,0.0960626,0.740335,-0.373564,0.226369,0.248652,16.1579,3.79716,-1.00758,-0.479247,0.652068,0.207939,-0.939051,1.24191,-2.15527,2.31681,0.649958,0.226648,12.6916,0.249533,0.303931,-0.169562,26.3491,9.57591,0.908616,0.85175,-1.12272,0.91193,-0.434465,0.141677,0.0482393,0.218266,0.0932399,1.75522,1.26141,0.0414475,1.02758,-1.08581,1.58595,0.301719,-0.902267,0.673041,-0.0358968,-0.297113,1.29802,-0.455147,-0.91659,0.855608,-0.301168,1.39577,-0.109565,0.151481,0.656991,0.637218,-3.07122,1.53139,1.18945,1.21181,5.06438,6.60437,-0.347649,1.14601,0.605343,0.4031,0.493739,0.901625,0.241294,0.843925,-0.133991,0.60225,0.4963,-0.582065,45.4568,12.1288,0.858466,-0.210149,0.60305,0.339338,1.14623,1.33651,1.1308,0.310955,1.21859,0.077406,-0.188505,-0.317937,0.950549,1.16865,-0.519759,-0.247872,1.45568,1.38355,0.104918,0.617033,0.658507,-0.1335,-0.44557,0.658032,0.525623,-1.34688,-0.349399,-1.04532,-0.216608,-0.0840857,11.819,-2.2272,0.906363,0.24108,0.219203,-0.646372,0.286401,-0.385031,63.8547,30.8428,8.32325,4.43585,0.325283,0.0364898,0.780541,-0.575775,14.0087,3.27653,0.145178,0.193536,0.176154,1.90903,1.22748,0.703194,-1.77504,0.421093
2.7,1e+06,4.23724,14.1421,104.972,95.0283,100,44.1942,3.30376,0.628298,0.0288728,0.628298,0.0288728,1.01993,0.485451,14.8453,16.1749,-0.146051,0.0825936,-0.871033,-0.0379812,32.3972,28.6765,0.240349,1.12908,-29.7232,93.444,1.90283,0.995069,0.588985,-0.0510292,-0.0325191,-0.0356539,-0.723117,-0.455915,0.440824,-0.192279,-0.246032,0.42782,1.20643,-0.0282332,0.494798,-0.643149,0.0060409,-0.706453,16.4866,6.58831,0.852166,-0.217635,0.129749,-0.535254,0.517717,0.308691,0.626379,0.357045,0.109311,1.41965,1.0966,0.088758,-0.367591,0.295247,1.47126,-1.03692,1.07711,-0.415427,62.0359,71.6701,-0.183812,0.900745,0.417786,0.529099,0.813457,0.343461,-0.619328,-0.264882,-0.258525,0.517287,0.281621,0.226122,-0.811709,0.958472,-2.02552,0.0824346,0.441634,-1.00218,0.807224,-0.291637,41.3124,5.90884,-0.194029,-0.4627,0.0856809,-0.561061,-0.899444,0.738837,15.9056,27.9346,62.467,24.4266,1.24559,0.153176,0.559307,0.0705394,51.7302,16.8488,0.654535,0.446147,-1.22926,0.132425,-0.149537,0.243953,0.0944795,0.0888888,0.0814322,0.938848,-0.312918,-0.602672,1.73941,0.167095,0.161929,0.501843,-0.401534,0.247749,-0.360712,-0.844194,52.784,16.4918,-0.966429,0.451129,0.122832,0.561027,0.808897,-0.16849,12.6721,6.75565,-0.919786,0.10617,0.088828,-0.240452,1.30339,0.285985,2.26882,0.322349,6.62252,1.70604,-0.630705,-0.20404,0.0433098,0.0259931,-0.678474,0.161877,0.499646,-0.281299,1.13346,-1.14361,0.293864,0.0535394,0.69794,0.342097,7.58428,3.0288,0.913518,0.623593,1.03217,-1.05936,-0.358671,0.0364439,0.33588,0.559983,0.664396,0.731105,1.14126,-0.136646,-0.228809,-1.31158,0.383275,0.368271,0.146113,0.118806,-0.567526,0.155279,0.913379,0.712992,0.965884,-0.0475042,49.2198,6.07133,0.392454,0.184151,1.0167,0.235253,13.0812,4.21509,3.21116,3.8598,0.850013,0.0438506,-0.95008,-0.371737,-0.48861,0.359414,1.21917,0.438295,0.909823,-0.0762612,0.841566,0.173676,-0.315293,-0.755313,-1.56646,0.225447
2.8,1e+06,4.28938,14.1421,106.324,93.6758,100,44.1942,3.24525,0.561906,0.272773,0.561906,0.272773,0.815913,0.159643,5.41438,2.54376,-0.877082,-0.207798,-0.588188,0.0591837,22.4601,74.2819,1.74953,-0.0581112,0.551854,-0.961264,0.608993,0.127484,0.375914,0.218801,0.488776,-0.796771,0.459019,-0.747533,0.527786,-0.656337,0.267019,0.157578,-0.0835907,-0.642399,1.21824,-0.744266,0.355661,-0.520307,34.2268,20.8724,1.0288,0.267495,0.539851,-1.18682,0.623699,-0.895071,1.42435,0.61548,-1.23185,0.610775,-0.506258,-0.200404,0.466699,0.577606,0.111827,-0.407312,0.276529,0.146818,0.926084,-0.0750716,-0.825538,1.42272,0.482198,0.454671,1.13413,0.51341,0.573605,0.421737,0.791392,-0.782938,0.762897,-0.230022,-1.49837,1.21515,-0.403337,-0.355818,0.737943,-0.694396,0.176799,0.279225,6.77975,0.567108,0.155103,-0.548056,-0.265619,0.200621,0.328472,-0.493055,-0.113263,-0.341123,0.686413,0.594093,0.192092,0.180837,0.276809,-0.166544,0.447167,0.295656,0.758785,0.0178064,-1.58279,0.597705,1.31485,-0.124405,1.48868,1.26446,0.457257,1.13425,0.77071,0.44833,0.819262,0.18204,0.210274,-0.931002,-1.1994,1.54073,0.184887,-0.557869,0.936487,0.627634,-0.903995,-0.157711,-0.0564348,0.018049,4.91434,1.81765,3.31474,0.519626,-0.850715,0.569538,0.824348,0.766833,5.61163,4.66488,1.03822,0.542951,11.8273,11.972,0.940912,0.0968656,1.22597,-0.263937,-0.283383,0.51143,0.477734,-0.378375,6.33386,4.18538,-0.0196583,-0.536828,-0.439737,-0.0821379,0.392742,0.156169,1.85024,0.706523,0.601497,-0.0251976,-0.646235,0.735587,0.927102,0.900936,-1.52787,0.884115,0.387671,0.156262,-0.174229,1.37978,-0.152727,0.690303,-0.799888,0.403783,-0.138431,-0.0171332,0.763051,-0.891392,-0.151976,-0.464391,-0.14305,-0.0773126,0.0466673,0.276513,-0.120592,0.0260659,-0.0439758,-0.811794,58.8507,14.2675,18.1556,2.28851,-0.186986,-0.539955,0.686382,-0.453759,0.725356,0.597805,0.390313,0.0260166,0.0076501,0.120962,0.526449,0.482025,-0.699068,1.04137
2.9,1e+06,4.24504,14.1421,105.178,94.8225,100,44.1942,3.95189,0.648878,0.499374,0.648878,0.499374,0.891835,0.167386,1.74969,-0.687415,0.423946,0.541628,-0.887909,0.771987,2.01235,0.145967,1.06535,0.296195,11.4533,13.882,12.1594,1.47404,0.363807,0.186046,0.226188,-0.938282,-0.750464,-0.150346,0.310267,-0.0767908,0.0612129,-0.029525,-0.361596,0.495968,0.125132,0.0382645,-0.0703689,-0.519403,0.26611,0.203626,3.00973,1.40433,0.73772,-0.942164,-1.28429,0.749251,-0.0393167,-0.877267,-0.421159,0.0346099,0.575965,0.29552,0.482857,-0.0464179,0.262443,0.0269309,2.06345,0.802381,1.41829,1.85724,0.422341,-0.0467626,0.0151504,-0.181762,0.377164,0.560354,2.31823,16.4684,13.8843,9.46675,0.405294,-0.238567,-0.844809,0.514537,-0.496038,1.73085,0.708233,0.320603,0.292323,0.483634,-0.193137,-0.987698,-0.269018,0.423191,0.793569,-0.691081,-0.0194704,0.183421,0.13714,-0.533259,7.61856,1.23336,8.42044,10.2466,0.597188,0.0392682,36.8797,24.5315,1.49102,-0.0488933,-1.37362,0.275921,-0.116104,-0.0224316,0.844002,4.56049,-0.0703933,-1.55828,0.547399,0.585547,0.675979,0.17636,0.403908,-0.27412,-1.03861,1.12379,-0.20652,-0.830198,-0.818998,-0.092281,-1.15455,0.36509,0.150843,-0.224221,3.20266,-0.622325,1.2114,-0.108789,-1.25655,0.852505,0.844227,-0.395087,0.679875,-0.587227,0.555168,-0.192495,-0.475559,0.312642,0.843921,0.194441,-0.149351,0.225696,-1.44315,-1.09582,0.780249,-0.348582,79.651,43.1196,0.450341,0.153636,-0.299388,-0.985337,-0.421862,0.110035,0.330377,0.465548,0.688166,-0.0763454,-1.595,0.241445,-0.274959,0.949427,-0.659415,-0.401109,4.38564,2.95343,0.508886,0.198307,0.141208,0.0085266,-1.73431,-0.816206,-0.128587,0.122815,-0.60798,0.595096,-0.369364,0.407914,-0.0228207,-0.0932522,0.139884,0.563202,0.0730425,0.0805765,1.24785,-0.291182,8.76116,6.04438,107.619,73.0233,0.0233506,0.161934,0.329068,0.500394,0.532979,-0.161186,1.25872,-0.929428,-0.473076,1.97061,0.493183,0.407383,-0.580685,-0.485932
